record_id,record_type,target_coordinate,manuscript_tradition,publication_1846,target_1897,tannery_1908,later_edition_errata,modern_scholarship,notice_class,earliest_secure_notice_or_attestation,exact_evidence,source_ids,search_cutoff
W06-PE001,proved_source_error,PDF 042 / L0041,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W06-SE001,proved_source_error,PDF 043 / L0042,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W07-SE001,proved_source_error,PDF 046 / L0045,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W07-SE002,proved_source_error,PDF 049 / L0048,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W07-SE003,proved_source_error,PDF 050 / L0049,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W07-SE004,proved_source_error,PDF 050 / L0049,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W07-SE005,proved_source_error,PDF 050 / L0049,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W08-PE001,proved_source_error,PDF 058 / L0057,No manuscript-specific notice found in the searched corpus.,"The 1846 publication prints 4 in the disputed p=11 position; this is a correct earlier witness, not an explicit erratum.",The 1897 row duplicates 5 and omits 4.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,correct_earlier_witness_no_explicit_notice,"1846 — correct reading 4, without an itemized erratum.","1846 journal p.412/local PDF033; 1897 PDF058/L0057; exact PSL(2,11) enumeration.",SRC-LOCAL-1846;SRC-LOCAL-1897,2026-08-13
W08-PE002,proved_source_error,PDF 058 / L0057,Tannery reports that the manuscript supports réduction.,The 1846 publication prints cette réduction.,The 1897 volume prints cette équation.,Tannery explicitly identifies the 1897 substitution of équation for réduction.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,correct_earlier_witness_and_explicit_1908_collation,1846 correct reading; 1908 first explicit collation notice found.,1846 journal p.412/local PDF033; 1897 PDF058/L0057; Tannery local PDF011.,SRC-LOCAL-1846;SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W09-PE001,proved_source_error,PDF 065 / L0064,No manuscript-specific notice found in the searched corpus.,The 1846 publication prints cette fonction.,The 1897 volume prints celle fonction.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,correct_earlier_witness_no_explicit_notice,"1846 — correct reading, without an explicit itemized notice found.",1846 local PDF040; 1897 PDF065/L0064.,SRC-LOCAL-1846;SRC-LOCAL-1897,2026-08-13
W09-PE002,proved_source_error,PDF 071 / L0070,No manuscript-specific notice found in the searched corpus.,No comparison reading for this exact token was securely established in the local 1846 collation.,The 1897 volume prints proprieté; the critical accent restoration follows French orthography.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,1897 PDF071/L0070; W09 historical-provenance note expressly distinguishes this row from W09-PE001.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W09-SE001,proved_source_error,PDF 065-066 / L0064-L0065,Tannery reports Galois’s own statement that the abbreviated proof of Lemma III was insufficient and records suppressed Poisson/Galois material.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,Explicit manuscript-collation notice of insufficiency.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,explicit_authorial_insufficiency_notice_1908,1908 — Tannery’s report of Galois’s insufficiency note.,Tannery local PDF014; 1897 PDFs065–066/L0064–L0065.,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W09-SE002,proved_source_error,PDF 069-070 / L0068-L0069,"Tannery records the deleted phrase de degré p premier, Galois’s incompleteness note, and Liouville’s drafted prime-degree clarification.",A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,Explicit revision-history notice and proof incompleteness.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",Dicker 2026 is a dedicated modern reconstruction of Proposition II.,explicit_1908_notice_and_modern_reconstruction,1908 — Tannery; modern reconstruction submitted 2026-07-22.,Tannery local PDFs015–016; arXiv:2607.20147.,SRC-LOCAL-1897;SRC-LOCAL-1908;SRC-DICKER-2026,2026-08-13
W09-SE003,proved_source_error,PDF 070-071 / L0069-L0070,"Tannery records the revised marginal Proposition III, deletion of the predecessor proof, and Liouville’s interpolation.",A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,Explicit revision-history notice; no complete normal-intersection proof is printed there.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,explicit_revision_history_1908_no_complete_repair,1908 — Tannery’s collation of the revised statement and erased proof.,Tannery local PDF017; 1897 PDFs070–071/L0069–L0070.,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W09-SE004,proved_source_error,PDF 073 / L0072,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W09-SE005,proved_source_error,PDF 075 / L0074,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W09-SE006,proved_source_error,PDF 078 / L0077,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W10-PE001,proved_source_error,PDF 082 / L0081,Tannery supplies the manuscript/collation basis for the correction: repeated k_1 corrected to k_2.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,Explicit correction: repeated k_1 corrected to k_2.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,explicit_correction_1908,1908 — Tannery explicit correction.,Tannery local PDF022/printed p.15; corresponding 1897 PDF082–084.,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W10-PE002,proved_source_error,PDF 082 / L0081,Tannery supplies the manuscript/collation basis for the correction: ψ(k)_2 corrected to ψ(k_2).,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,Explicit correction: ψ(k)_2 corrected to ψ(k_2).,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,explicit_correction_1908,1908 — Tannery explicit correction.,Tannery local PDF022/printed p.15; corresponding 1897 PDF082–084.,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W10-PE003,proved_source_error,PDF 083 / L0082,Tannery supplies the manuscript/collation basis for the correction: collapsed subscript separated into two coordinates.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,Explicit correction: collapsed subscript separated into two coordinates.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,explicit_correction_1908,1908 — Tannery explicit correction.,Tannery local PDF022/printed p.15; corresponding 1897 PDF082–084.,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W10-PE004,proved_source_error,PDF 083 / L0082,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W10-PE005,proved_source_error,PDF 084 / L0083,Tannery supplies the manuscript/collation basis for the correction: malformed affine pair reconstructed.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,Explicit correction: malformed affine pair reconstructed.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,explicit_correction_1908,1908 — Tannery explicit correction.,Tannery local PDF022/printed p.15; corresponding 1897 PDF082–084.,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W10-PE006,proved_source_error,PDF 088 / L0087,No manuscript-specific notice found in the searched corpus.,"The 1846 publication already contains the same extra factor m; this proves inheritance, not correctness.",The 1897 volume repeats the inherited formula error.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,same_error_attested_in_1846_no_notice,1846 — earliest attestation of the same error; no explicit correction found.,1846 journal p.443/local PDF064; 1897 PDF088/L0087.,SRC-LOCAL-1846;SRC-LOCAL-1897,2026-08-13
W10-SE001,proved_source_error,PDF 086 / L0085,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W10-SE002,proved_source_error,PDF 087 / L0086,No manuscript-specific notice found in the searched corpus.,A parallel 1846 publication exists for this work where applicable; no explicit item-level notice is attributed here unless stated.,The frozen 1897 target witness prints the form diagnosed in the error ledger.,No explicit item-level notice found in Tannery 1908 for this record.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",No explicit notice found in the bounded modern corpus.,no_prior_notice_found_in_searched_corpus,No explicit prior notice securely dated in the searched corpus.,See the frozen worker certificate and search ledger.,SRC-LOCAL-1897;SRC-BOURGNE-AZRA-1976,2026-08-13
W11-PE001,proved_source_error,PDF 092 / L0091,No manuscript-specific notice found in the searched corpus.,Not applicable: the 1897 volume’s Introduction and table of contents have no 1846 parallel.,The canonical copy and the independent ETH Rar 4575 copy both print Arabic 1 although the Introduction occupies roman folios v–x.,Not applicable to the 1897 table-of-contents error.,"A 1977 review proves that the 1976 Bourgne–Azra facsimile printing added supplementary errata and concordances; item-level entries were inaccessible, so no row is attributed to that list.",A Harvard-copy Wikisource page silently prints v; its permanent revision is dated 2018-07-22.,dated_silent_correction_2018,2018-07-22 — dated silent correction in the located comparison transcription.,Canonical 1897 PDF092/L0091; ETH Rar 4575 PDF page 78; frozen page map; Wikisource oldid 7722271.,SRC-LOCAL-1897;SRC-ETH-1897;SRC-WIKI-TOC,2026-08-14
W08-WV001,witness_or_editorial_variant,059,Tannery’s 600 ppi witness reads E′F″−E″F′=(π/2)√−1; the former GPT apparatus F′F″ reading is rejected.,The 1846 publication agrees with the 1897 complete-integral form FE′+EF′−FF′=π/2.,1897 target form: FE′+EF′−FF′=π/2.,Tannery explicitly prints both forms and states that Galois wrote the theorem in the determinant form.,No later edition is needed for the mathematical resolution; the inaccessible 1976 item-level list is not credited.,DLMF 19.7.1 gives the complete-integral relation; Beppo Levi 1927 identifies the half-period/quasiperiod determinant η₁ω₂−η₂ω₁=πi/2 as Legendre’s relation.,explicit_formula_variant_1908_equivalence_proved_R2,1908 — Tannery explicitly records the manuscript form; R2 proves equivalence and corrects the apparatus glyph.,1897 PDF059/L0058; 1846 local PDF034; Tannery 600 ppi TIFF 0012/PDF012; DLMF 19.7.1; Levi 1927 pp. 137-141.,SRC-LOCAL-1846;SRC-LOCAL-1897;SRC-LOCAL-1908;SRC-DLMF-LEGENDRE;SRC-BDIM-LEGENDRE-1927,2026-08-14
W08-WV002,witness_or_editorial_variant,056,"Other-witness record: 1908 reports manuscript p, n and Liouville change to p, ν",No separate 1846 conclusion is assigned unless the frozen variant row identifies that witness.,"1897 target form: p, ν",Tannery 1908 explicitly collates this variant.,The 1976 item-level errata list was inaccessible; no attribution is made.,No separate modern adjudication found in the bounded corpus.,explicit_collation_1908,1908 — Tannery collation.,W08-E1908A,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W08-WV003,witness_or_editorial_variant,056,Other-witness record: bulletin ferussac,No separate 1846 conclusion is assigned unless the frozen variant row identifies that witness.,1897 target form: Bulletin de Férussac,Tannery 1908 explicitly collates this variant.,The 1976 item-level errata list was inaccessible; no attribution is made.,No separate modern adjudication found in the bounded corpus.,explicit_collation_1908,1908 — Tannery collation.,W08-E1908A,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W09-WV001,witness_or_editorial_variant,063,Other-witness record: A general definition of “quantité rationnelle” is present.,The omitted definition is present in 1846.,1897 target form: Two definitional lines are absent after the rational-divisor sentence.,Tannery explicitly identifies the omission.,The 1976 item-level errata list was inaccessible; no attribution is made.,No separate modern adjudication found in the bounded corpus.,correct_earlier_witness_and_explicit_1908_omission_notice,1846 present text; 1908 explicit omission notice.,W09-E063;W09-E1846-039;W09-E1908-014,SRC-LOCAL-1846;SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W09-WV002,witness_or_editorial_variant,065-066,Other-witness record: Galois calls the proof insufficient; Poisson/Galois notes in copy/proof were suppressed by Liouville.,No separate 1846 conclusion is assigned unless the frozen variant row identifies that witness.,1897 target form: Lemma III is printed with the abbreviated proof and without the Poisson/Galois documents.,Tannery 1908 explicitly collates this variant.,The 1976 item-level errata list was inaccessible; no attribution is made.,No separate modern adjudication found in the bounded corpus.,explicit_collation_1908,1908 — Tannery collation.,W09-E1908-014,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W09-WV003,witness_or_editorial_variant,069-070,"Other-witness record: Deleted prime-degree draft, Galois incompleteness note, and Liouville’s drafted prime-degree clarification.",No separate 1846 conclusion is assigned unless the frozen variant row identifies that witness.,"1897 target form: Proposition II appears after deletion of “de degré p premier”, while p remains.",Tannery 1908 explicitly collates this variant.,The 1976 item-level errata list was inaccessible; no attribution is made.,No separate modern adjudication found in the bounded corpus.,explicit_collation_1908,1908 — Tannery collation.,W09-E1908-015;W09-E1908-016,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
W09-WV004,witness_or_editorial_variant,070-071,Other-witness record: New marginal statement dated 1832; prior proof deleted; Liouville deciphered/interpolated the erased text.,No separate 1846 conclusion is assigned unless the frozen variant row identifies that witness.,1897 target form: Revised Proposition III plus the interpolated historical footnote.,Tannery 1908 explicitly collates this variant.,The 1976 item-level errata list was inaccessible; no attribution is made.,No separate modern adjudication found in the bounded corpus.,explicit_collation_1908,1908 — Tannery collation.,W09-E1908-017,SRC-LOCAL-1897;SRC-LOCAL-1908,2026-08-13
