worker_id,error_id,pdf_page1,jp2_leaf,region,printed_form,normalized_form_not_applied,classification,source_disposition,required_action,transaction_state,evidence_ids,editorial_instruction,critical_normalization_for_future_layer,source_layer_rule,translation_or_critical_layer_rule,proof_status,proof_summary,proof_artifact
W06,W06-PE001,042,L0041,second radical display and immediately following one-above/one-below sentence,x = psi x = nth_root( X / (x^n/Y) ),Critical reconstruction candidate: x = psi x = nth_root( Y / (X/x^n) ),definite_1897_printed_formula_error,source_error,note_only,staged_isolated,W06-E042B;W06-E1846;W06-MATH001,Preserve the printed X numerator and x^n/Y denominator and preserve the following printed claim. Any symmetric correction belongs only in visibly separate critical apparatus with the exact certificate; the 1846 repetition is not a correcting variant.,A separately labelled critical reconstruction may use psi_sym(x)=nth_root(Y/(X/x^n)) and must state that it is an editorial reconstruction rather than an 1897 reading.,Preserve the 1897 printed radical and following prose exactly; do not silently exchange X and Y or alter the quotient.,"Translate the historical formula literally with a visible erratum, or place the symmetric fixed-point form only in a separately labelled critical layer citing the exact counterexample.",proved_symbolically,"For n=2, X=x^2+1, Y=3x, the fixed-point polynomial for the printed map has gcd 1 with F=x^2-3x+1, so neither root of F is fixed. A second exact example at x=1 gives both printed maps greater than x, refuting the claimed opposite-side behavior.",expanded_worker_returns/W06_PDF042-043_NUMERICAL_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W06-PE001; expanded_worker_returns/W06_PDF042-043_NUMERICAL_EQUATIONS/FORMULA_CHECKS.json#W06-MATH001A-W06-MATH001D
W06,W06-SE001,043,L0042,identical strict inequalities and prescription of k at x=1,"nX-xXprime > 0, nY-xYprime > 0; take k=(nX-xXprime) at x=1","For X=sum c_j x^j with c_j>=0, nX-xXprime=sum_{j<n}(n-j)c_jx^j; strict positivity on x>0 is equivalent to at least one positive coefficient below degree n. Require the analogous condition for Y.",substantive_1897_missing_nonvanishing_hypothesis,source_error,note_only,staged_isolated,W06-E043A;W06-MATH002,Preserve both strict inequalities and the k prescription. A future critical or translated layer must state the missing nonvanishing or lower-degree-term hypothesis explicitly and cite the zero-k counterexample.,"For X=sum c_j x^j with c_j>=0, nX-xXprime=sum_{j<n}(n-j)c_jx^j; strict positivity on x>0 is equivalent to at least one positive coefficient below degree n. Require the analogous condition for Y.",Preserve the 1897 strict inequalities and prescribed value of k exactly; do not silently weaken the inequalities or add hypotheses.,"Translate literally with an erratum, or state the corrected nonnegative identity and added nonvanishing hypothesis only in a separately labelled critical reconstruction.",proved_exact_polynomial_counterexample,The exact coefficient identity proves nonnegativity. Strict positivity holds exactly when a lower-degree coefficient is positive; X=x^n gives zero identically. Thus the printed k is positive exactly under the added lower-degree-term hypothesis.,expanded_worker_returns/W06_PDF042-043_NUMERICAL_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W06-SE001; expanded_worker_returns/W06_PDF042-043_NUMERICAL_EQUATIONS/FORMULA_CHECKS.json#W06-MATH002; P06_REQUIRED_HYPOTHESIS_RECHECK.md; expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/FORMULA_CHECKS.json#W07-MATH000A-W07-MATH000B
W07,W07-SE001,046,L0045,first historical footnote after Frobenius-root list,x^2+x+1=0 mod 2 is offered as an example showing the roots are not expressible by radicals because the ordinary quadratic formula reduces to 0/0.,A nontrivial root alpha satisfies alpha^3=1 and is itself a radical (a cube root of unity); 0/0 only shows degeneration of that formula in characteristic 2.,invalid_counterexample_to_nonradical_expressibility,source_error,note_only,staged_isolated,W07-E046A;W07-E1846;W07-MATH001,Preserve the complete footnote. Any correction belongs only in visibly separate critical/translation apparatus.,"Replace the alleged counterexample only in a critical note; state that the roots are cube roots of unity and that 0/0 diagnoses formula degeneration, not non-radicality.","Preserve the 1897 printed wording and formulas exactly; do not silently repair, qualify, or replace them.","Translate the historical claim literally with a visible erratum, or place any repaired statement/proof in a separately labelled critical reconstruction citing the exact certificate.",proved_exact_finite_field,A root alpha of x^2+x+1 over F_2 satisfies alpha^3=1 and is a nontrivial cube root of unity; degeneration of the characteristic-zero quadratic formula to 0/0 is not a non-radicality proof.,expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/MATHEMATICAL_ERROR_CERTIFICATES.md#W07-SE001; expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/FORMULA_CHECKS.json#W07-MATH001
W07,W07-SE002,049,L0048,Newton/Fermat reduction for (a+a_1 i)^19,a^{m(p-1)}=1 and a_1^{m(p-1)}=1 are used without a nonzero qualification.,"Require a!=0 and a_1!=0 modulo p for these reductions; the chosen values a=-1,a_1=1 satisfy the missing condition.",missing_nonzero_hypotheses,source_error,note_only,staged_isolated,W07-E049A;W07-MATH011A;W07-MATH011B,Preserve the printed reductions and successful chosen pair; state the domain restriction only in a critical layer.,Add the hypotheses a!=0 and a_1!=0 modulo p to the Fermat reduction; leave the chosen pair and subsequent conclusion unchanged.,"Preserve the 1897 printed wording and formulas exactly; do not silently repair, qualify, or replace them.","Translate the historical claim literally with a visible erratum, or place any repaired statement/proof in a separately labelled critical reconstruction citing the exact certificate.",proved_exact_finite_field,"Fermat reduction u^{p-1}=1 requires u nonzero. Exact enumeration verifies the printed expansion for all 36 nonzero pairs and finds exactly 12 failures where exactly one of a,a_1 is zero; the selected pair (-1,1) is valid.",expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/MATHEMATICAL_ERROR_CERTIFICATES.md#W07-SE002; expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/FORMULA_CHECKS.json#W07-MATH011A;W07-MATH011B
W07,W07-SE003,050,L0049,"preparation of F by removing gcd(F,Fprime)",The same derivative-gcd method as for ordinary equations is said always to remove repeated roots.,"In characteristic p, Fprime may vanish identically; a p-th-root extraction branch is required before recursive squarefree reduction.",incomplete_squarefree_method_in_characteristic_p,source_error,note_only,staged_isolated,W07-E050A;W07-MATH003,Preserve the historical method statement; attach the inseparability qualification only as critical apparatus.,"Add the characteristic-p inseparability branch: when Fprime=0, extract the p-th root and recurse before squarefree reduction.","Preserve the 1897 printed wording and formulas exactly; do not silently repair, qualify, or replace them.","Translate the historical claim literally with a visible erratum, or place any repaired statement/proof in a separately labelled critical reconstruction citing the exact certificate.",proved_exact_polynomial_counterexample,"For F=x^3-1=(x-1)^3 over F_3, Fprime=0 and F/gcd(F,Fprime)=1, losing the root. A p-th-root extraction branch is necessary.",expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/MATHEMATICAL_ERROR_CERTIFICATES.md#W07-SE003; expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/FORMULA_CHECKS.json#W07-MATH003
W07,W07-SE004,050,L0049,gcd procedure for integral solutions,"Integral solutions are obtained from gcd(F,x^{p-1}-1).","This detects only nonzero residues. Use x^p-x for all residues, or test/remove x=0 separately.",zero_residue_omitted,source_error,note_only,staged_isolated,W07-E050A;W07-MATH004,Preserve x^{p-1}=1 in the French layer; any all-residue repair must be explicit.,"Use x^p-x to detect all integral residues, or test/remove the zero root separately.","Preserve the 1897 printed wording and formulas exactly; do not silently repair, qualify, or replace them.","Translate the historical claim literally with a visible erratum, or place any repaired statement/proof in a separately labelled critical reconstruction citing the exact certificate.",proved_exact_polynomial_counterexample,"For F=x, zero is an integral solution but gcd(x,x^{p-1}-1)=1. All residues are roots of x^p-x, or zero must be handled separately.",expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/MATHEMATICAL_ERROR_CERTIFICATES.md#W07-SE004; expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/FORMULA_CHECKS.json#W07-MATH004
W07,W07-SE005,050,L0049,gcd procedure for imaginary solutions of order nu,"Solutions of order nu are said to be given by gcd(F,x^{p^nu-1}-1).",The polynomial also contains every nonzero element of proper subfields whose degree divides nu; exact-degree isolation requires removal of proper-subfield factors (and separate zero handling).,proper_subfield_factors_not_removed,source_error,note_only,staged_isolated,W07-E050A;W07-MATH005,Preserve the printed gcd prescription; defer a full exact-degree repair and propagation analysis to the bounded post-completion audit.,"After finding roots in F_{p^nu}, remove all proper-subfield factors to isolate exact degree nu; handle zero separately.","Preserve the 1897 printed wording and formulas exactly; do not silently repair, qualify, or replace them.","Translate the historical claim literally with a visible erratum, or place any repaired statement/proof in a separately labelled critical reconstruction citing the exact certificate.",proved_exact_polynomial_counterexample,"Every nonzero proper-subfield element satisfies x^{p^nu-1}=1 when its degree divides nu; for p=3,nu=2, the degree-one element 1 is included. Exact-degree factors must exclude proper subfields.",expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/MATHEMATICAL_ERROR_CERTIFICATES.md#W07-SE005; expanded_worker_returns/W07_PDF044-053_NUMBER_THEORY/FORMULA_CHECKS.json#W07-MATH005
W08,W08-PE001,058,L0057,p=11 representative upper row,"infinity, 1, 3, 5, 5, 9","infinity, 1, 3, 4, 5, 9",duplicated_representative_and_omitted_projective_point,source_error,note_only,staged_isolated,W08-E058A;W08-E1846A;W08-MATH001;W08-MATH002;W08-MATH003,Preserve the second printed 5 in the 1897 French layer. Record 4 only in visibly separate critical/translation apparatus with the exact partition proof.,"infinity, 1, 3, 4, 5, 9",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_exact_finite_set_group_and_secondary_witness,"The printed upper row contains six positions but only five distinct projective points; together with the lower row it duplicates 5 and omits 4. The 1846 publication supplies 4. Exact enumeration verifies the corrected partition of P^1(F_11), |PSL(2,11)|=660, and a matching stabilizer of order 60 and index 11.",expanded_worker_returns/W08_PDF054-061_CHEVALIER_LETTER/MATHEMATICAL_ERROR_CERTIFICATES.md#W08-PE001; expanded_worker_returns/W08_PDF054-061_CHEVALIER_LETTER/FORMULA_CHECKS.json#W08-MATH001-W08-MATH007; expanded_worker_returns/W08_PDF054-061_CHEVALIER_LETTER/figures/FIGURE_PROVENANCE.csv
W08,W08-PE002,058,L0057,"sentence following p=5,7,11 modular-equation lowering","En toute rigueur, cette équation n’est pas possible dans les cas plus élevés.","En toute rigueur, cette réduction n’est pas possible dans les cas plus élevés.",editorial_word_substitution_attested_by_1846_and_1908_collation,source_error,note_only,staged_isolated,W08-E058B;W08-E1846A;W08-E1908A,Preserve “équation” in the 1897 French layer. Any “réduction” correction must be explicit critical apparatus.,"En toute rigueur, cette réduction n’est pas possible dans les cas plus élevés.",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_direct_1846_and_1908_witness_collation,The 1897 page visibly prints “équation”; the 1846 publication prints “réduction”; and Tannery’s 1908 collation explicitly reports that the 1897 edition substituted “équation” for the manuscript/Liouville “réduction”.,expanded_worker_returns/W08_PDF054-061_CHEVALIER_LETTER/MATHEMATICAL_ERROR_CERTIFICATES.md#W08-PE002; expanded_worker_returns/W08_PDF054-061_CHEVALIER_LETTER/EDITORIAL_COLLATION_NOTES.md; expanded_worker_returns/W08_PDF054-061_CHEVALIER_LETTER/figures/FIGURE_PROVENANCE.csv
W09,W09-PE001,065,L0064,Lemma II statement,en permutant dans celle fonction,en permutant dans cette fonction,definite_demonstrative_lexeme_error,source_error,note_only,staged_isolated,W09-E065;W09-E1846-040,Preserve “celle fonction” in the 1897 French layer; “cette fonction” belongs only in explicitly labelled critical or translation apparatus.,en permutant dans cette fonction,Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_primary_image_and_1846_collation,The 1897 page visibly prints “celle fonction”; the 1846 publication prints “cette fonction”. The witnessed correction is confined to apparatus.,expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/PRINTED_ERRORS.csv; expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/EDITORIAL_COLLATION_NOTES.md
W09,W09-PE002,071,L0070,Chevalier/Liouville historical note to Proposition III,proprieté,propriété,definite_missing_diacritic_typographical_error,source_error,note_only,staged_isolated,W09-E071,Preserve “proprieté” in the 1897 French layer; normalize only in an explicitly labelled critical or translation layer.,propriété,Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_direct_primary_image_inspection,The 1897 historical note visibly prints “proprieté” without the accent; the typographical error is retained in the diplomatic layer.,expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/PRINTED_ERRORS.csv; expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/CHECKPOINT_CORRECTION_REPORT.md
W09,W09-SE001,065-066,L0064-L0065,Lemma III proof,"The unique common root is said to be “sought”, and the root is therefore declared rational in V.","In K(V)[X], prove that the relevant gcd is X-a and use the Euclidean algorithm/Bézout identity to obtain a in K(V).",incomplete_proof_missing_gcd_bezout_step,source_error,note_only,staged_isolated,W09-E065;W09-E066;W09-E1908-014;W09-MATH001,Preserve the printed proof. Put the complete gcd/Bézout argument only in critical apparatus and propagate its use to Proposition I.,"In K(V)[X], prove that the relevant gcd is X-a and use the Euclidean algorithm/Bézout identity to obtain a in K(V).",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_exact_repair_or_counterexample,"Lemma III is repairable: in K(V)[X], the gcd of the original polynomial and the V-relation is X−a; a Bézout identity then expresses a rationally in V. The printed proof omits this decisive step, as the 1908 collation also reports.",expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/MATHEMATICAL_ERROR_CERTIFICATES.md#W09-SE001
W09,W09-SE002,069-070,L0068-L0069,Proposition II statement and proof,"After adjoining a root of an irreducible auxiliary equation, the group is unchanged or divides into p equal groups, although the prime-degree phrase defining p was deleted.","Let L be the original splitting field, M=K(r), E=L∩M, and H=Gal(L/E); then [G:H]=[E:K] divides [M:K]. The printed dichotomy follows when [M:K] is prime, not in arbitrary composite degree.",undefined_parameter_and_false_composite_degree_generality,source_error,note_only,staged_isolated,W09-E069;W09-E070;W09-E1908-015;W09-E1908-016;W09-MATH005;W09-MATH006,Preserve the 1897 theorem and historical note. State the field-intersection theorem only in a visibly distinct repaired layer.,"Let L be the original splitting field, M=K(r), E=L∩M, and H=Gal(L/E); then [G:H]=[E:K] divides [M:K]. The printed dichotomy follows when [M:K] is prime, not in arbitrary composite degree.",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_exact_repair_or_counterexample,"The correct field-intersection identity gives subgroup index [L∩K(r):K], which divides the auxiliary degree. The printed unchanged-or-p-equal-groups dichotomy follows in the deleted prime-degree setting but is false for arbitrary composite degree; the exact degree-four counterexample is recorded.",expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/MATHEMATICAL_ERROR_CERTIFICATES.md#W09-SE002
W09,W09-SE003,070-071,L0069-L0070,Proposition III,The revised theorem is printed without its proof (“On trouvera la démonstration”).,"If M is the splitting field of the auxiliary equation and E=L∩M, then E/K is normal; hence H=Gal(L/E) is normal in G and the conjugate groups have the same substitution set.",missing_proof_requiring_normal_intersection_argument,source_error,note_only,staged_isolated,W09-E070;W09-E071;W09-E1908-017,Preserve the unproved printed statement and historical note; supply the normal-intersection proof only in critical apparatus.,"If M is the splitting field of the auxiliary equation and E=L∩M, then E/K is normal; hence H=Gal(L/E) is normal in G and the conjugate groups have the same substitution set.",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_exact_repair_or_counterexample,"With L and M the two splitting fields and E=L∩M, normality of E/K makes H=Gal(L/E) normal in G. This proves the revised Proposition III, but the 1897 text itself supplies no proof.",expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/MATHEMATICAL_ERROR_CERTIFICATES.md#W09-SE003
W09,W09-SE004,073,L0072,Proposition V Fourier/Lagrange resolvent argument,The proof adjoins the p-th root of one specifically displayed Fourier combination raised to p.,That selected coefficient may vanish. Choose a nonzero nontrivial Fourier coefficient; discrete Fourier inversion proves one exists for every nonconstant orbit.,proof_gap_selected_resolvent_can_vanish,source_error,note_only,staged_isolated,W09-E073;W09-MATH001;W09-MATH002;W09-MATH004,Preserve the displayed source formula; supply nonvanishing selection only in critical proof reconstruction.,That selected coefficient may vanish. Choose a nonzero nontrivial Fourier coefficient; discrete Fourier inversion proves one exists for every nonconstant orbit.,Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_exact_repair_or_counterexample,The specifically displayed Fourier coefficient can vanish for a nonconstant orbit. Fourier inversion proves that some nontrivial coefficient is nonzero; the critical repair must select such a coefficient instead of assuming the displayed one.,expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/MATHEMATICAL_ERROR_CERTIFICATES.md#W09-SE004
