segment_id	component_id	english_file	english_anchor	french_file	source_pdf	status	notes
ENSEG:W02:PDF027:0007	W02	source/english/tex/works/GAL1897_W02_INTRODUCTION.tex	% ENSEG:W02:PDF027:0007	source/french_diplomatic/tex/works/GAL1897_W02_INTRODUCTION.tex	027	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W02:PDF028:0008	W02	source/english/tex/works/GAL1897_W02_INTRODUCTION.tex	% ENSEG:W02:PDF028:0008	source/french_diplomatic/tex/works/GAL1897_W02_INTRODUCTION.tex	028	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF030:0001	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF030:0001	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	030	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF030:0002	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF030:0002	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	030	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF030:0003	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF030:0003	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	030	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF031:0004	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF031:0004	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	031	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF031:0005	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF031:0005	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	031	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF031:0006	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF031:0006	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	031	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF033:0007	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF033:0007	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	033	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF034:0008	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF034:0008	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	034	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF034:0009	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF034:0009	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	034	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF035:0010	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF035:0010	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	035	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF035:0011	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF035:0011	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	035	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W03:PDF036:0012	W03	source/english/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	% ENSEG:W03:PDF036:0012	source/french_diplomatic/tex/works/GAL1897_W03_CONTINUED_FRACTIONS.tex	036	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W04:PDF038:0001	W04	source/english/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	% ENSEG:W04:PDF038:0001	source/french_diplomatic/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	038	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W04:PDF038:0002	W04	source/english/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	% ENSEG:W04:PDF038:0002	source/french_diplomatic/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	038	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W04:PDF038:0003	W04	source/english/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	% ENSEG:W04:PDF038:0003	source/french_diplomatic/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	038	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W04:PDF038:0004	W04	source/english/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	% ENSEG:W04:PDF038:0004	source/french_diplomatic/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	038	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W04:PDF038:0005	W04	source/english/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	% ENSEG:W04:PDF038:0005	source/french_diplomatic/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	038	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W04:PDF039:0006	W04	source/english/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	% ENSEG:W04:PDF039:0006	source/french_diplomatic/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	039	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W04:PDF039:0007	W04	source/english/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	% ENSEG:W04:PDF039:0007	source/french_diplomatic/tex/works/GAL1897_W04_NOTES_ANALYSIS.tex	039	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0001	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0001	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0002	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0002	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0003	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0003	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0004	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0004	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0005	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0005	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0006	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0006	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0007	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0007	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0008	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0008	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0009	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0009	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0010	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0010	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0011	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0011	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0012	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0012	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF040:0013	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF040:0013	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	040	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF041:0014	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF041:0014	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	041	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF041:0015	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF041:0015	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	041	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF041:0016	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF041:0016	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	041	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF041:0017	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF041:0017	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	041	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF041:0018	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF041:0018	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	041	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF041:0019	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF041:0019	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	041	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF041:0020	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF041:0020	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	041	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W05:PDF041:0021	W05	source/english/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	% ENSEG:W05:PDF041:0021	source/french_diplomatic/tex/works/GAL1897_W05_ALGEBRAIC_RESOLUTION_ANALYSIS.tex	041	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0001	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0001	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0002	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0002	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0003	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0003	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0004	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0004	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0005	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0005	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0006	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0006	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0007	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0007	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0008	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0008	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0009	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0009	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF042:0010	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF042:0010	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	042	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0011	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0011	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0012	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0012	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0013	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0013	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0014	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0014	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0015	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0015	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0016	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0016	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0017	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0017	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0018	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0018	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0019	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0019	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0020	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0020	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0021	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0021	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0022	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0022	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0023	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0023	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0024	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0024	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0025	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0025	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0026	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0026	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W06:PDF043:0027	W06	source/english/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	% ENSEG:W06:PDF043:0027	source/french_diplomatic/tex/works/GAL1897_W06_NUMERICAL_EQUATIONS.tex	043	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0001	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0001	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0002	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0002	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0003	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0003	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0004	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0004	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0005	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0005	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0006	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0006	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0007	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0007	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
